date,^GSPC,^IXIC,^DJI,^RUT,^IRX,^FVX,^TNX,^TYX,CL=F,GC=F,SI=F,HG=F,NG=F,KRW=X,JPYKRW=X,EURKRW=X,JPY=X,EURUSD=X,DX-Y.NYB,^KS11,^KQ11,^N225,^HSI,000001.SS,^STOXX50E,^GDAXI,^FTSE,^VIX,BTC-USD,TLT,HYG
2025-12-30,6896.2402,23419.0801,48367.0586,2500.5901,3.54,3.682,4.13,4.813,57.95,4370.1001,77.374,5.7275,3.972,1434.71,9.1891,1688.46,156.013,1.1773,98.24,4214.1699,925.47,50339.4805,25854.5996,3965.116,5796.2202,24490.4102,9940.7002,14.33,88430.1328,85.5671,77.9759
2025-12-31,6845.5,23241.9902,48063.2891,2481.9099,3.547,3.722,4.163,4.84,57.42,4325.6001,70.134,5.63,3.686,1437.91,9.1935,1688.99,156.413,1.1747,98.28,,,,25630.5391,3968.8401,,,9931.4004,14.95,87508.8281,84.8854,77.8987
2026-01-02,6858.4702,23235.6309,48382.3906,2508.22,3.533,3.739,4.187,4.864,57.32,4314.3999,70.556,5.64,3.618,1443.64,8.9614,1691.49,156.731,1.175,98.42,4309.6299,945.57,,26338.4707,,,24539.3398,9951.0996,14.51,89944.6953,84.7588,77.9373
2026-01-05,6902.0498,23395.8203,48977.1797,2547.9199,3.515,3.71,4.165,4.854,58.32,4436.8999,76.164,5.9245,3.523,1440.48,9.1751,1693.42,156.989,1.1705,98.27,4457.52,957.5,51832.8008,26347.2402,4023.417,5923.6899,24868.6895,10004.5996,14.9,93882.5547,85.1776,78.1402
2026-01-06,6944.8198,23547.1699,49462.0781,2582.8999,3.52,3.72,4.179,4.866,57.13,4482.2002,80.53,6.0105,3.35,1445.5601,9.229,1694.0,156.626,1.1715,98.58,4525.48,955.97,52518.0781,26710.4492,4083.667,5931.79,24892.1992,10122.7002,14.75,93729.0312,85.0023,78.1595
2026-01-07,6920.9302,23584.2793,48996.0781,2575.4199,3.515,3.694,4.138,4.815,55.99,4449.2998,77.135,5.809,3.525,1444.96,9.2219,1688.71,156.68,1.1688,98.68,4551.0601,947.39,51961.9805,26458.9492,4085.772,5923.5698,25122.2598,10048.2002,15.38,91308.0547,85.499,78.1402
2026-01-08,6921.46,23480.0195,49266.1094,2603.9099,3.507,3.736,4.183,4.858,57.76,4449.7002,74.716,5.7465,3.407,1446.14,9.2269,1688.64,156.731,1.1677,98.93,4552.3701,944.06,51117.2617,26149.3105,4082.979,5904.3198,25127.4609,10044.7002,15.45,91027.125,85.0704,78.1981
2026-01-09,6966.2798,23671.3496,49504.0703,2624.22,3.513,3.757,4.171,4.819,59.12,4490.2998,78.884,5.8555,3.169,1450.08,9.2429,1690.29,156.88,1.1658,99.13,4586.3198,947.92,51939.8906,26231.7891,4120.4258,5997.4702,25261.6406,10124.5996,14.49,90513.1016,85.6353,78.2561
2026-01-12,6977.27,23733.9004,49590.1992,2635.6899,3.533,3.767,4.187,4.84,59.5,4604.2998,84.61,5.985,3.409,1455.24,9.2013,1700.13,158.149,1.1624,98.86,4624.79,949.81,,26608.4805,4165.2871,6016.2998,25405.3398,10140.7002,15.12,91192.9922,85.3821,78.2948
2026-01-13,6963.7402,23709.8691,49191.9883,2633.1101,3.56,3.743,4.171,4.828,61.15,4589.2002,85.877,5.97,3.419,1464.9301,9.2721,1708.73,157.986,1.1667,99.13,4692.6401,948.98,53549.1602,26848.4707,4138.7578,6029.8301,25420.6602,10137.4004,15.98,95321.7812,85.5282,78.2948
2026-01-14,6926.6001,23471.75,49149.6289,2651.6399,3.56,3.717,4.14,4.795,62.02,4626.2998,90.869,6.009,3.12,1473.01,9.2536,1715.0601,159.179,1.1643,99.13,4723.1001,942.18,54341.2305,26999.8105,4126.0928,6005.0498,25286.2402,10184.4004,16.75,96929.3281,86.0249,78.2948
2026-01-15,6944.4702,23530.0195,49442.4414,2674.5601,3.565,3.762,4.16,4.787,59.19,4616.2998,91.876,5.948,3.128,1462.9,9.2348,1703.25,158.402,1.1646,99.32,4797.5498,951.16,54110.5,26923.6191,4112.6011,6041.1401,25352.3906,10238.9004,15.84,95551.1875,86.0054,78.2948
2026-01-16,6940.0098,23515.3906,49359.3281,2677.74,3.557,3.828,4.231,4.84,59.44,4588.3999,88.091,5.7885,3.103,1468.84,9.2609,1704.6,158.596,1.1609,99.39,4840.7402,954.59,53936.1719,26844.9609,4101.9131,6029.4502,25297.1309,10235.2998,15.86,95525.1172,85.5087,78.3431
2026-01-20,6796.8599,22954.3203,48488.5898,2645.3601,3.572,3.858,4.295,4.92,60.34,4759.6001,94.206,5.773,3.907,1471.52,9.3023,1713.24,158.177,1.1639,98.64,4885.75,976.37,52991.1016,26487.5098,4113.6489,5892.0801,24703.1191,10126.7998,20.09,88310.9062,84.3887,78.1402
2026-01-21,6875.6201,23224.8203,49077.2305,2698.1699,3.588,3.831,4.253,4.871,60.62,4831.7998,92.21,5.7295,4.875,1477.78,9.3443,1732.22,158.162,1.1728,98.76,4909.9302,951.29,52774.6406,26585.0605,4116.9399,5882.8799,24560.9805,10138.0996,16.9,89376.9609,85.0315,78.3721
2026-01-22,6913.3501,23436.0195,49384.0117,2718.77,3.588,3.847,4.249,4.847,59.36,4908.7998,95.976,5.7425,5.045,1464.83,9.2471,1710.76,158.456,1.1673,98.36,4952.5298,970.35,53688.8906,26629.9609,4122.5762,5956.1699,24856.4707,10150.0996,15.64,89462.4531,85.4016,78.43
2026-01-23,6915.6099,23501.2402,49098.7109,2669.1599,3.582,3.839,4.239,4.833,61.07,4976.2002,100.925,5.911,5.275,1463.26,9.2327,1719.9301,158.501,1.1755,97.6,4990.0698,993.93,53846.8711,26749.5098,4136.1641,5948.2002,24900.7109,10143.4004,16.09,89503.875,85.6353,78.3914
2026-01-26,6950.23,23601.3594,49412.3984,2659.6699,3.575,3.818,4.213,4.805,60.63,5079.7002,115.08,5.984,6.8,1444.8101,9.307,1707.61,155.166,1.1858,97.04,4949.5898,1064.41,52885.25,26765.5195,4132.605,5957.7998,24933.0801,10148.9004,16.15,88267.1406,86.0444,78.43
2026-01-27,6978.6001,23817.0996,49003.4102,2666.7,3.57,3.814,4.223,4.832,62.39,5079.8999,105.523,5.8285,6.954,1440.98,9.3365,1711.54,154.336,1.1876,96.22,5084.8501,1082.59,53333.5391,27126.9492,4139.9038,5994.5898,24894.4395,10207.7998,16.35,89102.5703,85.5087,78.4204
2026-01-28,6978.0298,23857.4492,49015.6016,2653.55,3.582,3.842,4.251,4.86,63.21,5301.6001,113.111,5.8925,7.46,1432.51,9.3962,1723.52,152.453,1.2018,96.45,5170.8101,1133.52,53358.7109,27826.9102,4151.2378,5933.2002,24822.7891,10154.4004,16.35,89184.5703,85.3139,78.2948
